jjfj	jury
jjsf	just
jjsfkdd	justice
jjsfkfj	justify
kdd;	keep
kdj	key
kkdk	kick
kkd	kid
kkll	kill
kklldf	killer
kkllkjf	killing
kkjd	kind
kkjf	king
kkss	kiss
kkfdjdj	kitchen
kjdd	knee
kjkfd	knife
kjldk	knock
kjls	know
kjlslddfd	knowledge
laf	lab
lafdl	label
laflf	labor
laflfaflfj	laboratory
ladk	lack
ladj	lady
lakd	lake
lajd	land
lajdsda;d	landscape
lajfjafd	language
la;	lap
laffd	large
laffdlj	largely
lasf	last
lafd	late
lafdf	later
lafkj	Latin
laffdf	latter
lajfj	laugh
lajjdj	launch
las	law
lasj	lawn
lassjkf	lawsuit
lasjdf	lawyer
laj	lay
lajdf	layer
ldad	lead
ldaddf	leader
ldaddfsjk;	leadership
ldadkjf	leading
ldaf	leaf
ldafjd	league
ldaj	lean
ldafj	learn
ldafjkjf	learning
ldasf	least
ldafjdf	leather
ldafd	leave
ldff	left
ldf	leg
ldfadj	legacy
ldfal	legal
ldfdjd	legend
ldfkslafklj	legislation
ldfkfkjafd	legitimate
ldjlj	lemon
ldjffj	length
ldss	less
ldsslj	lesson
ldf	let
ldffdf	letter
ldfdl	level
lkfdfal	liberal
lkffafj	library
lkddjsd	license
lkd	lie
lkfd	life
lkfdsfjld	lifestyle
lkfdfkjd	lifetime
lkff	lift
lkfjf	light
lkkd	like
lkkdlj	likely
lkjkf	limit
lkjkfafklj	limitation
lkjkfdd	limited
lkjd	line
lkjk	link
lk;	lip
lksf	list
lksfdj	listen
lkfdfallj	literally
lkfdfafj	literary
lkfdfafjfd	literature
lkffld	little
lkfd	live
lkfkjf	living
llad	load
llaj	loan
lldal	local
lldafd	locate
lldafklj	location
lldk	lock
lljf	long
lljf-fdfj	long-term
lllk	look
lllsd	loose
llsd	lose
llss	loss
llsf	lost
llf	lot
llfs	lots
lljd	loud
llfd	love
llfdlj	lovely
llfdf	lover
lls	low
llsdf	lower
ljdk	luck
ljdkj	lucky
ljjdj	lunch
ljjf	lung
jadjkjd	machine
jad	mad
jafaakjd	magazine
jakl	mail
jakj	main
jakjlj	mainly
jakjfakj	maintain
jakjfdjajdd	maintenance
jajlf	major
jajlfkfj	majority
jakd	make
jakdf	maker
jakdj;	makeup
jald	male
jall	mall
jaj	man
jajafd	manage
jajafdjdjf	management
jajafdf	manager
jajjdf	manner
jajjfadfjfdf	manufacturer
jajjfadfjfkjf	manufacturing
jajj	many
ja;	map
jaffkj	margin
jafk	mark
jafkdf	market
jafkdfkjf	marketing
jaffkafd	marriage
jaffkdd	married
jaffj	marry
jask	mask
jass	mass
jasskfd	massive
jasfdf	master
jafdj	match
jafdfkal	material
jafj	math
jaffdf	matter
jaj	may
jajfd	maybe
jajlf	mayor
jd	me
jdal	meal
jdaj	mean
jdajkjf	meaning
jdajsjkld	meanwhile
jdasjfd	measure
jdasjfdjdjf	measurement
jdaf	meat
jddjajksj	mechanism
jddka	media
jddkdal	medical
jddkdafklj	medication
jddkdkjd	medicine
jddkjj	medium
jddf	meet
jddfkjf	meeting
jdjfdf	member
jdjfdfsjk;	membership
jdjlfj	memory
jdjfal	mental
jdjfklj	mention
jdjj	menu
jdfd	mere
jdfdlj	merely
jdss	mess
jdssafd	message
jdfal	metal
jdfdf	meter
jdfjld	method
jdskdaj	Mexican
jkddld	middle
jkfjf	might
jklkfafj	military
jklk	milk
jkllklj	million
jkjd	mind
jkjd	mine
jkjksfdf	minister
jkjlf	minor
jkjlfkfj	minority
jkjjfd	minute
jkfadld	miracle
jkfflf	mirror
jkss	miss
jksskld	missile
jkssklj	mission
jksfakd	mistake
jks	mix
jksfjfd	mixture
jj-jjj	mm-hmm
jldd	mode
jlddl	model
jlddfafd	moderate
jlddfj	modern
jlddsf	modest
jlj	mom
jljdjf	moment
jljdj	money
jljkflf	monitor
jljfj	month
jlld	mood
jllj	moon
jlfal	moral
jlfd	more
jlfdlfdf	moreover
jlfjkjf	morning
jlfffafd	mortgage
jlsf	most
jlsflj	mostly
jlfjdf	mother
jlfklj	motion
jlfkfafklj	motivation
jlflf	motor
jljjf	mount
jljjfakj	mountain
jljsd	mouse
jljfj	mouth
jlfd	move
jlfdjdjf	movement
jlfkd	movie
jf	Mr
jfs	Mrs
js	Ms
jjdj	much
jjlfk;ld	multiple
jjfddf	murder
jjsdld	muscle
jjsdjj	museum
jjskd	music
jjskdal	musical
jjskdkaj	musician
jjslkj	Muslim
jjsf	must
jjfjal	mutual
jj	my
jjsdlf	myself
jjsfdfj	mystery
jjfj	myth
jakdd	naked
jajd	name
jaffafkfd	narrative
jaffls	narrow
jafklj	nation
jafkljal	national
jafkfd	native
jafjfal	natural
jafjfallj	naturally
jafjfd	nature
jdaf	near
jdaffj	nearby
jdaflj	nearly
jdddssafklj	necessarily
jdddssafj	necessary
jddk	neck
jddd	need
jdfafkfd	negative
jdflfkafd	negotiate
jdflfkafklj	negotiation
jdkfjflf	neighbor
jdkfjflfjlld	neighborhood
jdkfjdf	neither
jdffd	nerve
jdffljs	nervous
jdf	net
jdfslfk	network
jdfdf	never
jdfdffjdldss	nevertheless
jds	new
jdslj	newly
jdss	news
jdss;a;df	newspaper
jdsf	next
jkdd	nice
jkfjf	night
jkjd	nine
jl	no
jlfldj	nobody
jld	nod
jlksd	noise
jljkjafklj	nomination
jljd	none
jljdfjdldss	nonetheless
jlf	nor
jlfjal	normal
jlfjallj	normally
jlffj	north
jlffjdfj	northern
jlsd	nose
jlf	not
jlfd	note
jlfjkjf	nothing
jlfkdd	notice
jlfklj	notion
jlfdl	novel
jls	now
jlsjdfd	nowhere
j;f	n't
jjdldaf	nuclear
jjjfdf	number
jjjdfljs	numerous
jjfsd	nurse
jjf	nut
lfjddf	object
lfjddfkfd	objective
lflkfafklj	obligation
lfsdffafklj	observation
lfsdffd	observe
lfsdffdf	observer
lffakj	obtain
lffkljs	obvious
lffkljslj	obviously
lddasklj	occasion
lddaskljallj	occasionally
lddj;afklj	occupation
lddj;j	occupy
lddjf	occur
lddaj	ocean
ldd	odd
ldds	odds
lf	of
lff	off
lffdjsd	offense
lffdjskfd	offensive
lffdf	offer
lffkdd	office
lffkddf	officer
lffkdkal	official
lffdj	often
lj	oh
lkl	oil
lk	ok
lkaj	okay
lld	old
lljj;kd	Olympic
lj	on
ljdd	once
ljd	one
ljflkjf	ongoing
ljklj	onion
ljlkjd	online
ljlj	only
ljfl	onto
l;dj	open
l;djkjf	opening
l;dfafd	operate
l;dfafkjf	operating
l;dfafklj	operation
l;dfaflf	operator
l;kjklj	opinion
l;;ljdjf	opponent
l;;lffjjkfj	opportunity
l;;lsd	oppose
l;;lskfd	opposite
l;;lskfklj	opposition
l;fklj	option
lf	or
lfajfd	orange
lfddf	order
lfdkjafj	ordinary
lffajkd	organic
lffajkaafklj	organization
lffajkad	organize
lfkdjfafklj	orientation
lfkfkj	origin
lfkfkjal	original
lfkfkjallj	originally
lfjdf	other
lfjdfs	others
lfjdfsksd	otherwise
ljfjf	ought
ljf	our
ljfsdlfds	ourselves
ljf	out
ljfdljd	outcome
ljfskdd	outside
lfdj	oven
lfdf	over
lfdfall	overall
lfdfdljd	overcome
lfdflllk	overlook
lsd	owe
lsj	own
lsjdf	owner
;add	pace
;adk	pack
;adkafd	package
;afd	page
;akj	pain
;akjfjl	painful
;akjf	paint
;akjfdf	painter
;akjfkjf	painting
;akf	pair
;ald	pale
;aldsfkjkaj	Palestinian
;alj	palm
;aj	pan
;ajdl	panel
;ajf	pant
;a;df	paper
;afdjf	parent
;afk	park
;afkkjf	parking
;aff	part
;affkdk;ajf	participant
;affkdk;afd	participate
;affkdk;afklj	participation
;affkdjlaf	particular
;affkdjlaflj	particularly
;afflj	partly
;affjdf	partner
;affjdfsjk;	partnership
;affj	party
;ass	pass
;assafd	passage
;assdjfdf	passenger
;assklj	passion
;asf	past
;afdj	patch
;afj	path
;afkdjf	patient
;affdfj	pattern
;ajsd	pause
;aj	pay
;ajjdjf	payment
;d	PC
;dadd	peace
;dak	peak
;ddf	peer
;djalfj	penalty
;dl;ld	people
;d;;df	pepper
;df	per
;dfddkfd	perceive
;dfddjfafd	percentage
;dfdd;fklj	perception
;dffddf	perfect
;dffddflj	perfectly
;dfflfj	perform
;dfflfjajdd	performance
;dfja;s	perhaps
;dfkld	period
;dfjajdjf	permanent
;dfjkssklj	permission
;dfjkf	permit
;dfslj	person
;dfsljal	personal
;dfsljalkfj	personality
;dfsljallj	personally
;dfsljjdl	personnel
;dfs;ddfkfd	perspective
;dfsjadd	persuade
;df	pet
;jasd	phase
;jdjljdjlj	phenomenon
;jkllsl;jj	philosophy
;jljd	phone
;jlfl	photo
;jlflffa;j	photograph
;jlflffa;jdf	photographer
;jfasd	phrase
;jjskdal	physical
;jjskdallj	physically
;jjskdkaj	physician
;kajl	piano
;kdk	pick
;kdfjfd	picture
;kd	pie
;kddd	piece
;kld	pile
;kllf	pilot
;kjd	pine
;kjk	pink
;k;d	pipe
;kfdj	pitch
;ladd	place
;laj	plan
;lajd	plane
;lajdf	planet
;lajjkjf	planning
;lajf	plant
;lasfkd	plastic
;lafd	plate
;lafflfj	platform
;laj	play
;lajdf	player
;ldasd	please
;ldasjfd	pleasure
;ldjfj	plenty
;llf	plot
;ljs	plus
;j	PM
;ldkdf	pocket
;ldj	poem
;ldf	poet
;ldffj	poetry
;lkjf	point
;lld	pole
;llkdd	police
;llkdj	policy
;llkfkdal	political
;llkfkdallj	politically
;llkfkdkaj	politician
;llkfkds	politics
;lll	poll
;llljfklj	pollution
;lll	pool
;llf	poor
;l;	pop
;l;jlaf	popular
;l;jlafklj	population
;lfdj	porch
;lff	port
;lffklj	portion
;lfffakf	portrait
;lfffaj	portray
;lsd	pose
;lskfklj	position
;lskfkfd	positive
;lssdss	possess
;lsskfklkfj	possibility
;lsskfld	possible
;lsskflj	possibly
;lsf	post
;lf	pot
;lfafl	potato
;lfdjfkal	potential
;lfdjfkallj	potentially
;ljjd	pound
;ljf	pour
;lfdffj	poverty
;lsddf	powder
;lsdf	power
;lsdffjl	powerful
;fadfkdal	practical
;fadfkdd	practice
;faj	pray
;fajdf	prayer
;fddksdlj	precisely
;fddkdf	predict
;fdfdf	prefer
;fdfdfdjdd	preference
;fdfjajdj	pregnancy
;fdfjajf	pregnant
;fd;afafklj	preparation
;fd;afd	prepare
;fdsdfk;fklj	prescription
;fdsdjdd	presence
;fdsdjf	present
;fdsdjfafklj	presentation
;fdsdffd	preserve
;fdskddjf	president
;fdskddjfkal	presidential
;fdss	press
;fdssjfd	pressure
;fdfdjd	pretend
;fdffj	pretty
;fdfdjf	prevent
;fdfkljs	previous
;fdfkljslj	previously
;fkdd	price
;fkdd	pride
;fkdsf	priest
;fkjafklj	primarily
;fkjafj	primary
;fkjd	prime
;fkjdk;al	principal
;fkjdk;ld	principle
;fkjf	print
;fklf	prior
;fklfkfj	priority
;fkslj	prison
;fksljdf	prisoner
;fkfadj	privacy
;fkfafd	private
;flfaflj	probably
;flfldj	problem
;fldddjfd	procedure
;fldddd	proceed
;flddss	process
;fldjdd	produce
;fldjddf	producer
;fldjdf	product
;fldjdfklj	production
;flfdssklj	profession
;flfdsskljal	professional
;flfdsslf	professor
;flfkld	profile
;flfkf	profit
;flffaj	program
;flffdss	progress
;fljddf	project
;fljkjdjf	prominent
;fljksd	promise
;fljlfd	promote
;flj;f	prompt
;fllf	proof
;fl;df	proper
;fl;dflj	properly
;fl;dffj	property
;fl;lffklj	proportion
;fl;lsal	proposal
;fl;lsd	propose
;fl;lsdd	proposed
;flsddjflf	prosecutor
;fls;ddf	prospect
;flfddf	protect
;flfddfklj	protection
;flfdkj	protein
;flfdsf	protest
;fljd	proud
;flfd	prove
;flfkdd	provide
;flfkddf	provider
;flfkjdd	province
;flfksklj	provision
;sjdjlllfkdal	psychological
;sjdjlllfksf	psychologist
;sjdjlllfj	psychology
;jflkd	public
;jflkdafklj	publication
;jflkdlj	publicly
;jflksj	publish
;jflksjdf	publisher
;jll	pull
;jjksjjdjf	punishment
;jfdjasd	purchase
;jfd	pure
;jf;lsd	purpose
;jfsjd	pursue
;jsj	push
;jf	put
ajalkfj	qualify
ajalkfj	quality
ajaffdf	quarter
ajaffdffadk	quarterback
ajdsfklj	question
ajkdk	quick
ajkdklj	quickly
ajkdf	quiet
ajkdflj	quietly
ajkf	quit
ajkfd	quite
ajlfd	quote
fadd	race
fadkal	racial
fadkdal	radical
fadkl	radio
fakl	rail
fakj	rain
faksd	raise
fajfd	range
fajk	rank
fa;kd	rapid
fa;kdlj	rapidly
fafd	rare
fafdlj	rarely
fafd	rate
fafjdf	rather
fafkjf	rating
fafkl	ratio
fas	raw
fdadj	reach
fdadf	react
fdadfklj	reaction
fdad	read
fdaddf	reader
fdadkjf	reading
fdadj	ready
fdal	real
fdalkfj	reality
fdalkad	realize
fdallj	really
fdaslj	reason
fdasljafld	reasonable
fddall	recall
fdddkfd	receive
fdddjf	recent
fdddjflj	recently
fddk;d	recipe
fddlfjkfklj	recognition
fddlfjkad	recognize
fddljjdjd	recommend
fddljjdjdafklj	recommendation
fddlfd	record
fddlfdkjf	recording
fddlfdf	recover
fddlfdfj	recovery
fddfjkf	recruit
fdd	red
fddjdd	reduce
fddjdfklj	reduction
fdfdf	refer
fdfdfdjdd	reference
fdflddf	reflect
fdflddfklj	reflection
fdflfj	reform
fdfjfdd	refugee
fdfjsd	refuse
fdfafd	regard
fdfafdkjf	regarding
fdfafdldss	regardless
fdfkjd	regime
fdfklj	region
fdfkljal	regional
fdfksfdf	register
fdfjlaf	regular
fdfjlaflj	regularly
fdfjlafd	regulate
fdfjlafklj	regulation
fdkjflfdd	reinforce
fdjddf	reject
fdlafd	relate
fdlafklj	relation
fdlafkljsjk;	relationship
fdlafkfd	relative
fdlafkfdlj	relatively
fdlas	relax
fdldasd	release
fdldfajf	relevant
fdlkdf	relief
fdlkfklj	religion
fdlkfkljs	religious
fdlj	rely
fdjakj	remain
fdjakjkjf	remaining
fdjafkafld	remarkable
fdjdjfdf	remember
fdjkjd	remind
fdjlfd	remote
fdjlfd	remove
fd;daf	repeat
fd;dafddlj	repeatedly
fd;ladd	replace
fd;lj	reply
fd;lff	report
fd;lffdf	reporter
fd;fdsdjf	represent
fd;fdsdjfafklj	representation
fd;fdsdjfafkfd	representative
fd;jflkdaj	Republican
fd;jfafklj	reputation
fdajdsf	request
fdajkfd	require
fdajkfdjdjf	requirement
fdsdafdj	research
fdsdafdjdf	researcher
fdsdjfld	resemble
fdsdffafklj	reservation
fdskddjf	resident
fdsksf	resist
fdsksfajdd	resistance
fdslljfklj	resolution
fdsllfd	resolve
fdslff	resort
fdsljfdd	resource
fds;ddf	respect
fds;ljd	respond
fds;ljddjf	respondent
fds;ljsd	response
fds;ljskfklkfj	responsibility
fds;ljskfld	responsible
fdsf	rest
fdsfajfajf	restaurant
fdsflfd	restore
fdsffkdfklj	restriction
fdsjlf	result
fdfakj	retain
fdfkfd	retire
fdfkfdjdjf	retirement
fdfjfj	return
fdfdal	reveal
fdfdjjd	revenue
fdfkds	review
fdflljfklj	revolution
fjjfjj	rhythm
fkdd	rice
fkdj	rich
fkd	rid
fkdd	ride
fkfld	rifle
fkfjf	right
fkjf	ring
fksd	rise
fksk	risk
fkfdf	river
flad	road
fldk	rock
flld	role
flll	roll
fljajfkd	romantic
fllf	roof
fllj	room
fllf	root
fl;d	rope
flsd	rose
fljfj	rough
fljfjlj	roughly
fljjd	round
fljfd	route
fljfkjd	routine
fls	row
fjf	rub
fjld	rule
fjj	run
fjjjkjf	running
fjfal	rural
fjsj	rush
fjsskaj	Russian
sadfdd	sacred
sad	sad
safd	safe
safdfj	safety
sakd	sake
salad	salad
salafj	salary
sald	sale
salds	sales
salf	salt
sajd	same
saj;ld	sample
sajdfklj	sanction
sajd	sand
safdllkfd	satellite
safksfadfklj	satisfaction
safksfj	satisfy
sajdd	sauce
safd	save
safkjf	saving
saj	say
sdald	scale
sdajdal	scandal
sdafdd	scared
sddjafkl	scenario
sddjd	scene
sdjddjld	schedule
sdjdjd	scheme
sdjllaf	scholar
sdjllafsjk;	scholarship
sdjlll	school
sdkdjdd	science
sdkdjfkfkd	scientific
sdkdjfksf	scientist
sdl;d	scope
sdlfd	score
sdfdaj	scream
sdfddj	screen
sdfk;f	script
sda	sea
sdafdj	search
sdaslj	season
sdaf	seat
sddljd	second
sddfdf	secret
sddfdfafj	secretary
sddfklj	section
sddflf	sector
sddjfd	secure
sddjfkfj	security
sdd	see
sddd	seed
sddk	seek
sddj	seem
sdfjdjf	segment
sdkad	seize
sdlddf	select
sdlddfklj	selection
sdlf	self
sdll	sell
sdjafd	Senate
sdjaflf	senator
sdjd	send
sdjklf	senior
sdjsd	sense
sdjskfkfd	sensitive
sdjfdjdd	sentence
sd;afafd	separate
sdajdjdd	sequence
sdfkds	series
sdfkljs	serious
sdfkljslj	seriously
sdffd	serve
sdffkdd	service
sdssklj	session
sdf	set
sdffkjf	setting
sdffld	settle
sdffldjdjf	settlement
sdfdj	seven
sdfdfal	several
sdfdfd	severe
sds	sex
sdsjal	sexual
sjadd	shade
sjadls	shadow
sjakd	shake
sjall	shall
sja;d	shape
sjafd	share
sjaf;	sharp
sjd	she
sjddf	sheet
sjdlf	shelf
sjdll	shell
sjdlfdf	shelter
sjkff	shift
sjkjd	shine
sjk;	ship
sjkff	shirt
sjkf	shit
sjldk	shock
sjld	shoe
sjllf	shoot
sjllfkjf	shooting
sjl;	shop
sjl;;kjf	shopping
sjlfd	shore
sjlff	short
sjlfflj	shortly
sjlf	shot
sjljld	should
sjljlddf	shoulder
sjljf	shout
sjls	show
sjlsdf	shower
sjfjf	shrug
sjjf	shut
skdk	sick
skdd	side
skfj	sigh
skfjf	sight
skfj	sign
skfjal	signal
skfjkfkdajdd	significance
skfjkfkdajf	significant
skfjkfkdajflj	significantly
skldjdd	silence
skldjf	silent
sklfdf	silver
skjklaf	similar
skjklaflj	similarly
skj;ld	simple
skj;lj	simply
skj	sin
skjdd	since
skjf	sing
skjfdf	singer
skjfld	single
skjk	sink
skf	sir
sksfdf	sister
skf	sit
skfd	site
skfjafklj	situation
sks	six
skad	size
skk	ski
skkll	skill
skkj	skin
skj	sky
slafd	slave
sldd;	sleep
slkdd	slice
slkdd	slide
slkfjf	slight
slkfjflj	slightly
slk;	slip
slls	slow
sllslj	slowly
sjall	small
sjaff	smart
sjdll	smell
sjkld	smile
sjlkd	smoke
sjllfj	smooth
sja;	snap
sjls	snow
sl	so
sl-dalldd	so-called
sldddf	soccer
sldkal	social
sldkdfj	society
slff	soft
slffsafd	software
slkl	soil
sllaf	solar
slldkdf	soldier
sllkd	solid
slljfklj	solution
sllfd	solve
sljd	some
sljdfldj	somebody
sljdjls	somehow
sljdljd	someone
sljdfjkjf	something
sljdfkjds	sometimes
sljdsjaf	somewhat
sljdsjdfd	somewhere
slj	son
sljf	song
sllj	soon
sl;jksfkdafdd	sophisticated
slffj	sorry
slff	sort
sljl	soul
sljjd	sound
slj;	soup
sljfdd	source
sljfj	south
sljfjdfj	southern
slfkdf	Soviet
s;add	space
s;ajksj	Spanish
s;dak	speak
s;dakdf	speaker
s;ddkal	special
s;ddkalksf	specialist
s;ddkds	species
s;ddkfkd	specific
s;ddkfkdallj	specifically
s;dddj	speech
s;ddd	speed
s;djd	spend
s;djdkjf	spending
s;kj	spin
s;kfkf	spirit
s;kfkfjal	spiritual
s;lkf	split
s;lkdsjaj	spokesman
s;lff	sport
s;lf	spot
s;fdad	spread
s;fkjf	spring
sajafd	square
sajddad	squeeze
sfafklkfj	stability
sfafld	stable
sfaff	staff
sfafd	stage
sfakf	stair
sfakd	stake
sfajd	stand
sfajdafd	standard
sfajdkjf	standing
sfaf	star
sfafd	stare
sfaff	start
sfafd	state
sfafdjdjf	statement
sfafklj	station
sfafksfkds	statistics
sfafjs	status
sfaj	stay
sfdadj	steady
sfdal	steal
sfddl	steel
sfd;	step
sfkdk	stick
sfkll	still
sfkf	stir
sfldk	stock
sfljadj	stomach
sfljd	stone
sfl;	stop
sflfafd	storage
sflfd	store
sflfj	storm
sflfj	story
sffakfjf	straight
sffajfd	strange
sffajfdf	stranger
sffafdfkd	strategic
sffafdfj	strategy
sffdaj	stream
sffddf	street
sffdjffj	strength
sffdjffjdj	strengthen
sffdss	stress
sffdfdj	stretch
sffkkd	strike
sffkjf	string
sffk;	strip
sfflkd	stroke
sffljf	strong
sffljflj	strongly
sffjdfjfd	structure
sffjffld	struggle
sfjddjf	student
sfjdkl	studio
sfjdj	study
sfjff	stuff
sfj;kd	stupid
sfjld	style
sjfjddf	subject
sjfjkf	submit
sjfsdajdjf	subsequent
sjfsfajdd	substance
sjfsfajfkal	substantial
sjddddd	succeed
sjdddss	success
sjdddssfjl	successful
sjdddssfjllj	successfully
sjdj	such
sjdddj	sudden
sjdddjlj	suddenly
sjd	sue
sjffdf	suffer
sjffkdkdjf	sufficient
sjfaf	sugar
sjffdsf	suggest
sjffdsfklj	suggestion
sjkdkdd	suicide
sjkf	suit
sjjjdf	summer
sjjjkf	summit
sjj	sun
sj;df	super
sj;;lj	supply
sj;;lff	support
sj;;lffdf	supporter
sj;;lsd	suppose
sj;;lsdd	supposed
sj;fdjd	Supreme
sjfd	sure
sjfdlj	surely
sjffadd	surface
sjffdfj	surgery
sjf;fksd	surprise
sjf;fksdd	surprised
sjf;fkskjf	surprising
sjf;fkskjflj	surprisingly
sjffljjd	surround
sjffdj	survey
sjffkfal	survival
sjffkfd	survive
sjffkflf	survivor
sjs;ddf	suspect
sjsfakj	sustain
ssdaf	swear
ssdd;	sweep
ssddf	sweet
sskj	swim
sskjf	swing
sskfdj	switch
sjjfll	symbol
sjj;flj	symptom
sjsfdj	system
fafld	table
faflds;llj	tablespoon
fadfkd	tactic
fakl	tail
fakd	take
fald	tale
faldjf	talent
falk	talk
fall	tall
fajk	tank
fa;	tap
fa;d	tape
faffdf	target
fask	task
fasfd	taste
fas	tax
fas;ajdf	taxpayer
fda	tea
fdadj	teach
fdadjdf	teacher
fdadjkjf	teaching
fdaj	team
fdaf	tear
fdas;llj	teaspoon
fddjjkdal	technical
fddjjkajd	technique
fddjjlllfj	technology
fddj	teen
fddjafdf	teenager
fdld;jljd	telephone
fdldsdl;d	telescope
fdldfksklj	television
fdll	tell
fdj;dfafjfd	temperature
fdj;lfafj	temporary
fdj	ten
fdjd	tend
fdjddjdj	tendency
fdjjks	tennis
fdjsklj	tension
fdjf	tent
fdfj	term
fdfjs	terms
fdffkfld	terrible
fdffkflfj	territory
fdfflf	terror
fdfflfksj	terrorism
fdfflfksf	terrorist
fdsf	test
fdsfkfj	testify
fdsfkjljj	testimony
fdsfkjf	testing
fdsf	text
fjaj	than
fjajk	thank
fjajks	thanks
fjaf	that
fjd	the
fjdafdf	theater
fjdkf	their
fjdj	them
fjdjd	theme
fjdjsdlfds	themselves
fjdj	then
fjdlfj	theory
fjdfa;j	therapy
fjdfd	there
fjdfdflfd	therefore
fjdsd	these
fjdj	they
fjkdk	thick
fjkj	thin
fjkjf	thing
fjkjk	think
fjkjkkjf	thinking
fjkfd	third
fjkffj	thirty
fjks	this
fjlsd	those
fjljfj	though
fjljfjf	thought
fjljsajd	thousand
fjfdaf	threat
fjfdafdj	threaten
fjfdd	three
fjflaf	throat
fjfljfj	through
fjfljfjljf	throughout
fjfls	throw
fjjs	thus
fkdkdf	ticket
fkd	tie
fkfjf	tight
fkjd	time
fkjj	tiny
fk;	tip
fkfd	tire
fkfdd	tired
fkssjd	tissue
fkfld	title
fl	to
flfaddl	tobacco
fldaj	today
fld	toe
flfdfjdf	together
fljafl	tomato
fljlffls	tomorrow
fljd	tone
fljfjd	tongue
fljkfjf	tonight
fll	too
flll	tool
fllfj	tooth
fl;	top
fl;kd	topic
flss	toss
flfal	total
flfallj	totally
fljdj	touch
fljfj	tough
fljf	tour
fljfksf	tourist
fljfjajdjf	tournament
flsafd	toward
flsafds	towards
flsdf	tower
flsj	town
flj	toy
ffadd	trace
ffadk	track
ffadd	trade
ffadkfklj	tradition
ffadkfkljal	traditional
ffaffkd	traffic
ffafddj	tragedy
ffakl	trail
ffakj	train
ffakjkjf	training
ffajsfdf	transfer
ffajsflfj	transform
ffajsflfjafklj	transformation
ffajskfklj	transition
ffajslafd	translate
ffajs;lffafklj	transportation
ffafdl	travel
ffdaf	treat
ffdafjdjf	treatment
ffdafj	treaty
ffdd	tree
ffdjdjdljs	tremendous
ffdjd	trend
ffkal	trial
ffkfd	tribe
ffkdk	trick
ffk;	trip
ffll;	troop
ffljfld	trouble
ffjdk	truck
ffjd	true
ffjlj	truly
ffjsf	trust
ffjfj	truth
ffj	try
fjfd	tube
fjjjdl	tunnel
fjfj	turn
ff	TV
fsdlfd	twelve
fsdjfj	twenty
fskdd	twice
fskj	twin
fsl	two
fj;d	type
fj;kdal	typical
fj;kdallj	typically
jflj	ugly
jlfkjafd	ultimate
jlfkjafdlj	ultimately
jjafld	unable
jjdld	uncle
jjddf	under
jjddffl	undergo
jjddfsfajd	understand
jjddfsfajdkjf	understanding
jjflffjjafdlj	unfortunately
jjkflfj	uniform
jjklj	union
jjkajd	unique
jjkf	unit
jjkfdd	United
jjkfdfsal	universal
jjkfdfsd	universe
jjkfdfskfj	university
jjkjlsj	unknown
jjldss	unless
jjlkkd	unlike
jjlkkdlj	unlikely
jjfkl	until
jjjsjal	unusual
j;	up
j;lj	upon
j;;df	upper
jffaj	urban
jffd	urge
js	us
jsd	use
jsdd	used
jsdfjl	useful
jsdf	user
jsjal	usual
jsjallj	usually
jfklkfj	utility
fadafklj	vacation
falldj	valley
faljafld	valuable
faljd	value
fafkafld	variable
fafkafklj	variation
fafkdfj	variety
fafkljs	various
fafj	vary
fasf	vast
fdfdfafld	vegetable
fdjkdld	vehicle
fdjfjfd	venture
fdfsklj	version
fdfsjs	versus
fdfj	very
fdssdl	vessel
fdfdfaj	veteran
fka	via
fkdfkj	victim
fkdflfj	victory
fkddl	video
fkds	view
fkdsdf	viewer
fkllafd	village
fkllafd	violate
fkllafklj	violation
fklldjdd	violence
fklldjf	violent
fkffjallj	virtually
fkffjd	virtue
fkfjs	virus
fkskfld	visible
fksklj	vision
fkskf	visit
fkskflf	visitor
fksjal	visual
fkfal	vital
flkdd	voice
flljjd	volume
flljjfddf	volunteer
flfd	vote
flfdf	voter
fs	vs
fjljdfafld	vulnerable
safd	wage
sakf	wait
sakd	wake
salk	walk
sall	wall
sajddf	wander
sajf	want
saf	war
safj	warm
safj	warn
safjkjf	warning
sasj	wash
sasfd	waste
safdj	watch
safdf	water
safd	wave
saj	way
sd	we
sdak	weak
sdalfj	wealth
sdalfjj	wealthy
sda;lj	weapon
sdaf	wear
sdafjdf	weather
sdddkjf	wedding
sddk	week
sddkdjd	weekend
sddklj	weekly
sdkfj	weigh
sdkfjf	weight
sdldljd	welcome
sdlfafd	welfare
sdll	well
sdsf	west
sdsfdfj	western
sdf	wet
sjaf	what
sjafdfdf	whatever
sjddl	wheel
sjdj	when
sjdjdfdf	whenever
sjdfd	where
sjdfdas	whereas
sjdfjdf	whether
sjkdj	which
sjkld	while
sjks;df	whisper
sjkfd	white
sjl	who
sjlld	whole
sjlj	whom
sjlsd	whose
sjj	why
skdd	wide
skddlj	widely
skdds;fdad	widespread
skfd	wife
skld	wild
skll	will
skllkjf	willing
skj	win
skjd	wind
skjdls	window
skjd	wine
skjf	wing
skjjdf	winner
skjfdf	winter
sk;d	wipe
skfd	wire
sksdlj	wisdom
sksd	wise
sksj	wish
skfj	with
skfjdfas	withdraw
skfjkj	within
skfjljf	without
skfjdss	witness
sljaj	woman
sljddf	wonder
sljddffjl	wonderful
slld	wood
sllddj	wooden
slfd	word
slfk	work
